"Group ID","Date Scraped","Product name","Price","Rating","Why Choose","Site Score","Market Demand Score","Price Trend","Conclusion"
"99a6229d54","April 20, 2025, 7:25 a.m.","Hygienix Germ-Kill Alcohol with 4x Moisturizer 1 Liter No Pump Set of 2","349.0","4.88","Rank 33 in Group: This product stood out due to its high rating of 4.88, reflecting strong user satisfaction. It also offers good value at ₱349.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","1.33","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Green Cross Alcohol 70% w/ Moisturizer 250ml","69.0","4.84","Rank 34 in Group: This product stood out due to its high rating of 4.84, reflecting strong user satisfaction. It also offers good value at ₱69.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","6.66","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Hygienix Alcohol with Moisturizer 1 Liter No Pump","174.0","4.85","Rank 35 in Group: This product stood out due to its high rating of 4.85, reflecting strong user satisfaction. It also offers good value at ₱174.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","2.65","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:24 a.m.","Uni Alco Safe Ehtyl Alchol 70% Alcohol Solution 3.2 Liter","412.0","4.88","Rank 36 in Group: This product stood out due to its high rating of 4.88, reflecting strong user satisfaction. It also offers good value at ₱412.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","1.13","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","AlcoPlus Blue 70% Ethyl Alcohol (1 Gallon)","625.0","4.91","Rank 37 in Group: This product stood out due to its high rating of 4.91, reflecting strong user satisfaction. It also offers good value at ₱625.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","0.75","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Moonlight Distiller Parrot Used In And Brewing Alcohol Concentration Hydrometer Continuously Prove The Degree","34.2","5.0","Rank 38 in Group: This product stood out due to its high rating of 5.00, reflecting strong user satisfaction. It also offers good value at ₱34.20, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","11.99","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","22L 36L Stainless Steel Distiller Spirits Alcohol Household Spiral Flower Water Wine Essential Oil Brewing Kit","43.66","5.0","Rank 39 in Group: This product stood out due to its high rating of 5.00, reflecting strong user satisfaction. It also offers good value at ₱43.66, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","9.39","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Ethyl Alcohol 1Gallon 3.5L 70% Alcohol, Aloe Vera, Scent, Moisturizer, Disinfectant, Rubbing, FDA","368.0","4.85","Rank 40 in Group: This product stood out due to its high rating of 4.85, reflecting strong user satisfaction. It also offers good value at ₱368.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","1.25","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","12L/20L/35L/60L DIY Home Distiller Moonshine Still Stainless Steel Boiler White Spirits Pure Water Alcohol Oil Wine Brewing Kit","138.22","5.0","Rank 41 in Group: This product stood out due to its high rating of 5.00, reflecting strong user satisfaction. It also offers good value at ₱138.22, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","2.97","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Biogenic Ethyl Alcohol 70% 1 gallon","550.0","4.86","Rank 42 in Group: This product stood out due to its high rating of 4.86, reflecting strong user satisfaction. It also offers good value at ₱550.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","0.84","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Amazon Basics 91% Isopropyl Alcohol First Aid Antiseptic, Unscented, 16 Fl oz, 1-Pack","4.0","4.7","Rank 43 in Group: This product stood out due to its high rating of 4.70, reflecting strong user satisfaction. It also offers good value at ₱4.00, making it more affordable compared to others in its category. Being listed on Amazon, a platform with a trust score of 1.00, adds to its reliability. Availability is also a plus, as the item is currently in stock.","1.00","117.50","increasing","Consider with Caution"
"99a6229d54","April 20, 2025, 7:25 a.m.","Cleene Ethyl Alcohol 70% 2L","330.0","4.82","Rank 44 in Group: This product stood out due to its high rating of 4.82, reflecting strong user satisfaction. It also offers good value at ₱330.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","1.39","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:24 a.m.","GREEN CROSS 70% Ethyl Alcohol with Moisturizer 3500ml","609.0","4.85","Rank 45 in Group: This product stood out due to its high rating of 4.85, reflecting strong user satisfaction. It also offers good value at ₱609.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","0.76","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:24 a.m.","GranGuard 70% Ethyl Alcohol Only","118.0","4.77","Rank 46 in Group: This product stood out due to its high rating of 4.77, reflecting strong user satisfaction. It also offers good value at ₱118.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","3.84","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Hygienix Alcohol Hand Sanitizer 55ml","14.0","4.75","Rank 47 in Group: This product stood out due to its high rating of 4.75, reflecting strong user satisfaction. It also offers good value at ₱14.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","32.23","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:24 a.m.","DellCross 70% Ethyl Alcohol Disinfectant Antiseptic - 1 Gallon","139.0","4.76","Rank 48 in Group: This product stood out due to its high rating of 4.76, reflecting strong user satisfaction. It also offers good value at ₱139.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","3.25","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","HOOLOO ST22/50 Home Distiller Homemade Moonshine Apparatus Moonshine Alcohol Distiller Distillation Kit Whiskey Brandy Rum","483.13","5.0","Rank 49 in Group: This product stood out due to its high rating of 5.00, reflecting strong user satisfaction. It also offers good value at ₱483.13, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.85","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Flogienix 70% Ethyl Alcohol Disinfectant Antiseptic - 1 Gallon","119.0","4.73","Rank 50 in Group: This product stood out due to its high rating of 4.73, reflecting strong user satisfaction. It also offers good value at ₱119.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","3.78","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Parrot For Moonshine A Necessary Tool For Continuous Measurement Of Alcohol Content In Commercial Household Brewing Distillation","25.8","4.9","Rank 51 in Group: This product stood out due to its high rating of 4.90, reflecting strong user satisfaction. It also offers good value at ₱25.80, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","15.57","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Swan Isoprophyl Alcohol, 70% 16 oz","4.0","4.6","Rank 52 in Group: This product stood out due to its high rating of 4.60, reflecting strong user satisfaction. It also offers good value at ₱4.00, making it more affordable compared to others in its category. Being listed on Amazon, a platform with a trust score of 1.00, adds to its reliability. Availability is also a plus, as the item is currently in stock.","1.00","115.00","decreasing","Recommended"
"99a6229d54","April 20, 2025, 7:26 a.m.","MaxTite Isopropyl Alcohol 91% (2 Gallons (256 oz))","47.0","4.6","Rank 53 in Group: This product stood out due to its high rating of 4.60, reflecting strong user satisfaction. It also offers good value at ₱47.00, making it more affordable compared to others in its category. Being listed on Amazon, a platform with a trust score of 1.00, adds to its reliability. Availability is also a plus, as the item is currently in stock.","1.00","9.79","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","MaxTite Isopropyl Alcohol 99.9% (4 Pack, 1 Gallon) (4 Gal)","66.0","4.6","Rank 54 in Group: This product stood out due to its high rating of 4.60, reflecting strong user satisfaction. It also offers good value at ₱66.00, making it more affordable compared to others in its category. Being listed on Amazon, a platform with a trust score of 1.00, adds to its reliability. Availability is also a plus, as the item is currently in stock.","1.00","6.97","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","Alcohol bottle dispensing rosin washing plate water anti-static solvent bottle with needle 65ML leak-proof mobile phone repair","1.02","4.8","Rank 55 in Group: This product stood out due to its high rating of 4.80, reflecting strong user satisfaction. It also offers good value at ₱1.02, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","385.88","decreasing","Recommended"
"99a6229d54","April 20, 2025, 7:27 a.m.","8oz Outdoors Portable Pocket Hip Flask Stainless Steel Whisky Flask Drink Alcohol Container Gift Box Vodka Drinking Bottle Tools","5.79","4.8","Rank 56 in Group: This product stood out due to its high rating of 4.80, reflecting strong user satisfaction. It also offers good value at ₱5.79, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","67.98","increasing","Consider with Caution"
"99a6229d54","April 20, 2025, 7:26 a.m.","VEVOR 50L Alcohol Water Distiller Bottle DIY Moonshine Equipment Stainless Steel Brewing Machine for Whisky Wine Beer Dispenser","138.99","4.8","Rank 57 in Group: This product stood out due to its high rating of 4.80, reflecting strong user satisfaction. It also offers good value at ₱138.99, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","2.83","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Amazon Basics 70% Ethyl Rubbing Alcohol First Aid Antiseptic, Unscented, 16 Fluid Ounces (Previously Solimo)","7.0","4.5","Rank 58 in Group: This product stood out due to its high rating of 4.50, reflecting strong user satisfaction. It also offers good value at ₱7.00, making it more affordable compared to others in its category. Being listed on Amazon, a platform with a trust score of 1.00, adds to its reliability. Availability is also a plus, as the item is currently in stock.","1.00","64.29","increasing","Consider with Caution"
"99a6229d54","April 20, 2025, 7:25 a.m.","UNSCENTED HARRIET 70% ETHYL ALCOHOL DISINFECTANT ANTISEPTIC 1 GALLON with Gift","119.0","4.59","Rank 59 in Group: This product stood out due to its high rating of 4.59, reflecting strong user satisfaction. It also offers good value at ₱119.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","3.66","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","24/36/48/60/80/120/168/262 Colors Alcohol Drawing Markers Dual Tip Permanent Art Sketch Markers for Illustration School Supplied","4.59","4.7","Rank 60 in Group: This product stood out due to its high rating of 4.70, reflecting strong user satisfaction. It also offers good value at ₱4.59, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","83.97","increasing","Consider with Caution"
"99a6229d54","April 20, 2025, 7:26 a.m.","2" Shotgun Condenser, Distiller, Dephlegmator, Cooler, Split Reflux, Length 450mm, for Moonshine Alcohol Distillation Columns","85.3","4.7","Rank 61 in Group: This product stood out due to its high rating of 4.70, reflecting strong user satisfaction. It also offers good value at ₱85.30, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","4.52","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:24 a.m.","Crosspoint 70% Ethyl Alcohol 1 Gallon","142.0","4.5","Rank 62 in Group: This product stood out due to its high rating of 4.50, reflecting strong user satisfaction. It also offers good value at ₱142.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","3.01","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","MaxTite Isopropyl Alcohol 70% (1 Gallon, 4 Pack)","63.0","4.4","Rank 63 in Group: This product stood out due to its high rating of 4.40, reflecting strong user satisfaction. It also offers good value at ₱63.00, making it more affordable compared to others in its category. Being listed on Amazon, a platform with a trust score of 1.00, adds to its reliability. Availability is also a plus, as the item is currently in stock.","1.00","6.98","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:24 a.m.","Alcohol 3.2 L 1 Gallon Low Cost Antibacterial Disinfectant Scented","99.0","4.48","Rank 64 in Group: This product stood out due to its high rating of 4.48, reflecting strong user satisfaction. It also offers good value at ₱99.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","4.30","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Alcohol 3.2L 1 Gallon with Scent Random Low Cost ( Angels Breath , Cucumber Melon) .","99.0","4.45","Rank 65 in Group: This product stood out due to its high rating of 4.45, reflecting strong user satisfaction. It also offers good value at ₱99.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.95","4.27","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","Gel Nail Polish Remover, Quick & Easy Polish Remover In 2-3 Minutes, No Need Soaking Or Wrapping - 0.51oz","2.35","4.6","Rank 66 in Group: This product stood out due to its high rating of 4.60, reflecting strong user satisfaction. It also offers good value at ₱2.35, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","160.51","decreasing","Recommended"
"99a6229d54","April 20, 2025, 7:26 a.m.","Still 5Gal/19L Stainless Steel Water Alcohol Distiller with Build-in Thermometer, Copper Tube Water Pump for Home Brewing DIY","69.08","4.5","Rank 67 in Group: This product stood out due to its high rating of 4.50, reflecting strong user satisfaction. It also offers good value at ₱69.08, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","5.34","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","stainless steel alcohol distiller home brewing machine moonshine distiller hydrolate distilling water wine making equipment","84.82","4.0","Rank 68 in Group: This product stood out due to its high rating of 4.00, reflecting strong user satisfaction. It also offers good value at ₱84.82, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","3.87","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","HOOLOO Agitator Stirring Mixing Blender 120W/400W for Distillation Alcohol Distiller Home Appliance Home Brew","335.18","4.0","Rank 69 in Group: This product stood out due to its high rating of 4.00, reflecting strong user satisfaction. It also offers good value at ₱335.18, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.98","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","VEVOR Moonshine Distiller Alcohol Still 12/19/30L DIY Home Wine Brandy Whiskey Distillery Kit Essential Oil Brewing Equipment","78.99","3.0","Rank 70 in Group: This product stood out due to its high rating of 3.00, reflecting strong user satisfaction. It also offers good value at ₱78.99, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","3.11","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","23L Home Distiller Alcohol Moonshine Electric Tubular Distilling Column Machine Wine Fermentation Used Distillation Equipment","99.01","1.0","Rank 71 in Group: This product stood out due to its high rating of 1.00, reflecting strong user satisfaction. It also offers good value at ₱99.01, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.83","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","K1,IT;S WINE O;CLOCK METAL SIGN WALL PLAQUE Retro funny Alcohol Bar Man Cave-Aluminum","3.38","0.0","Rank 125 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱3.38, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","BIOGENIC Isopropyl Alcohol 75ml","21.75","0.0","Rank 72 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱21.75, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","GREEN CROSS ALCOHOL 70 WITH MOISTURIZER 60ML","26.75","0.0","Rank 73 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱26.75, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Hygienix Germ Kill 99.99% Anti-Bacterial Solution Alcohol 150ml","32.0","0.0","Rank 74 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱32.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcoplus Classic Ethyl 70% Alcohol 150ml with moisturizer","33.0","0.0","Rank 75 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱33.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Green Cross 70% Solution With Moisturizer Isopropyl Alcohol 150ml","42.0","0.0","Rank 76 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱42.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","GREENCROSS ALCOHOL 70 WITH MOISTURIZER 150ML","44.75","0.0","Rank 77 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱44.75, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Greencross alcohol with moisturizer","50.0","0.0","Rank 78 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱50.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","CASINO Ethyl Alcohol 70% Solution with Dual Moisturizer 250ml","54.0","0.0","Rank 79 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱54.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","BIOGENIC Isopropyl Alcohol 70% 250mL","55.0","0.0","Rank 80 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱55.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","DEFENSIL Isopropyl Alcohol Spray 60ml","60.0","0.0","Rank 81 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱60.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Defensil Antibacterial Isopropyl Alcohol 70% Solution 60ml (Spray)","60.0","0.0","Rank 81 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱60.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Dr. Clean Isopropyl Alcohol with Moisturizer - Dr. Clean 500ML","69.0","0.0","Rank 83 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱69.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alco Safe Ethyl Alcohol 500ml","75.0","0.0","Rank 84 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱75.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Hygienix Germ Kill Alcohol with Moisturizer Trigger Spray 250ml","76.0","0.0","Rank 85 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱76.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","DOCTOR J Ethyl Alcohol 500ml","79.75","0.0","Rank 86 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱79.75, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Biogenic Isopropyl Alcohol Spray 330 mL","88.75","0.0","Rank 87 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱88.75, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Ethyl Alcohol Triclosan Casino Active 500ml","90.0","0.0","Rank 88 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱90.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","CASINO Ethyl Alcohol 70% Solution with Dual Moisturizer 500ml","93.25","0.0","Rank 89 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱93.25, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Defensil Antibacterial Isopropyl Alcohol 70% Solution 500ml","95.0","0.0","Rank 90 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱95.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Skin Genie 70% Ethyl Alcohol Spray w/ Hyaluronic Acid 50ml | Cucumber Melon, Blossom Burst, Stunner | Charming Travel Size or Gift Size","95.0","0.0","Rank 90 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱95.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","GEM ALCOHOL WAX CHAFING FUEL 200G","99.0","0.0","Rank 92 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱99.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Green Cross Isopropyl Alcohol with Moisturizer 70% Solution (300 mL)","101.0","0.0","Rank 93 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱101.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcoplus Classic Isopropyl 70% Alcohol Classic 500ml with Moisturizer","102.0","0.0","Rank 94 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱102.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","GREEN CROSS 70% Alcohol with Moisturizer 500mLGREEN CROSS 70% Alcohol with Moisturizer 500mL","102.5","0.0","Rank 95 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱102.50, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
